"";"陳炎新牧師";"我愛神為我預備的家";"audio/sermon081026c.mp3";"詩篇 68:6a,  約翰福音14:1-6";"2008-10-26"
"";"Carl Fitzgerald";"You are our glory and joy";"audio/sermon081019e.mp3";"1 Thessalonians 1:13-20, Acts 17:11";"2008-10-19"
"";"羅天祐傳道";"在家中迷失的兒子";"audio/sermon081019c.mp3";"路加福音 15:25-32";"2008-10-19"
"";"John Maxham";"Test of truth";"audio/sermon081012e.mp3";"1 John 3:16-24, 1 John 3:19";"2008-10-12"
"";"吳永春";"事奉的風險";"audio/sermon081012c.mp3";"約翰福音 4:1-14";"2008-10-12"
"";"Pastor Lee Hearn";"God's covenant of grace";"audio/sermon081005e.mp3";"Luke 22:14-23, I Corinthians 10:17";"2008-10-05"
"";"羅天祐傳道";"靈命豐收﹐成為好土";"audio/sermon081005c.mp3";"馬太福音 13:16-23";"2008-10-05"
"";"Pastor George Ibach";"In God's waiting room";"audio/sermon080928e.mp3";"Acts 1:12-14, Psalm 100:3";"2008-09-28"
"";"陳炎新牧師";"木匠耶穌";"audio/sermon080928c.mp3";"馬太福音 13:53-58, 馬可福音 6:1-6";"2008-09-28"
"";"Carl Fitzgerald";"I want to know Christ";"audio/sermon080921e.mp3";"1 Thessalonians 1:9-2:6, Philippians 3:10-11";"2008-09-21"
"";"詹宏牧師";"神的恩典與人的回應";"audio/sermon080921c.mp3";"列王記下 5:1-19";"2008-09-21"
"";"羅天祐傳道";"你的慈愛比生命更好";"audio/sermon080914c.mp3";"詩篇 63:1-3";"2008-09-14"
"";"羅天祐傳道";"福音興旺時就是當我們以基督耶穌的心為心時";"audio/sermon080907.mp3";"腓立比書 2:2-6";"2008-09-07"
"";"Pastor David Lo";"First having the same heart of Christ, then having the good news to share";"audio/sermon080907.mp3";"Philippians 2:2-6";"2008-09-07"
"";"Pastor David Lo";"R U ready to be coached?";"audio/sermon080831e.mp3";"John 5:18-20";"2008-08-31"
"";"陳炎新牧師";"浪子與父親";"audio/sermon080831c.mp3";"詩篇 23";"2008-08-31"
"";"董鎮賢";"來跟從我";"audio/sermon080824c.mp3";"馬太福音 19:16-29";"2008-08-24"
"";"Carl Fitzgerald";"Three pillars of the church faith, love and hope";"audio/sermon080817e.mp3";"1 Thessalonians 1:2-6";"2008-08-17"
"";"岑德雄";"興旺福音";"audio/sermon080817c.mp3";"腓立比書 1:27-2:2";"2008-08-17"
"";"顏重行";"門徒裝備";"audio/sermon080810c.mp3";"提摩太後書 2:14-26";"2008-08-10"
"";"Pastor Lee Hearn";"This is my body";"audio/sermon080803e.mp3";"Luke 22:19-20, 1 Corinthians 11:23-25";"2008-08-03"
"";"羅天祐傳道";"穿上新人";"audio/sermon080803c.mp3";"以弗所書 4:20-24";"2008-08-03"
"";"Rumin Zhang";"Be the salt and light";"audio/sermon090628e.mp3";"Matthew 5:13-16";"2009-06-28"
"";"李定武牧師";"耶穌是人類的代贖者";"audio/sermon090628c.mp3";"路得記 2:20, 3:9";"2009-06-28"
"";"John Maxham　麥約翰";"Praising the Father with every breath we take　用我們的生命氣息讚美神";"audio/sermon090621.mp3";"Matthew 6:9-10　馬太福音 6:9-10";"2009-06-21"
"";"John Maxham";"Come to Him!";"audio/sermon090614e.mp3";"1 Peter 2:4";"2009-06-14"
"";"顏重行";"建造教會的原則";"audio/sermon090614c.mp3";"以弗所書 2:13-22";"2009-06-14"
"";"Pastor Lee Hearn";"Have you ever been lonely?";"audio/sermon090607e.mp3";"2 Timothy 4:9-18, Psalm 42:1";"2009-06-07"
"";"羅天祐傳道";"利未的人生答案";"audio/sermon090607c.mp3";"路加福音 5:27-32";"2009-06-07"
"";"Felix Yen";"An encounter by the well";"audio/sermon090531e.mp3";"John 4:4-30 39-42, Isaiah 55:6";"2009-05-31"
"";"曾兆祺";"憐憫向審判誇勝";"audio/sermon090531c.mp3";"馬可福音 5:1-20";"2009-05-31"
"";"羅天祐傳道";"來到主前";"audio/sermon090524c.mp3";"彼得前書 2:5-8";"2009-05-24"
"";"Jonathan Luke";"Architecture";"audio/sermon090517e.mp3";"Hebrews 11:8-10, 11:1";"2009-05-17"
"";"董鎮賢";"再思神的計劃";"audio/sermon090517c.mp3";"以弗所書 1:3-14";"2009-05-17"
"";"John Maxham";"How to show gratitude on Mother's Day";"audio/sermon090510e.mp3";"Leviticus 19:1-3";"2009-05-10"
"";"羅天祐傳道";"蒙恩之路";"audio/sermon090510c.mp3";"以弗所書 5:22-24";"2009-05-10"
"";"Pastor Lee Hearn";"Obstacles";"audio/sermon090503e.mp3";"Luke 10:1-4";"2009-05-03"
"";"劉志雄";"合神心意的教會";"audio/sermon090503c.mp3";"帖撒羅尼迦前書 1:2-10";"2009-05-03"
"";"John Kim";"Relationship with Parents";"audio/sermon090502e.mp3";"</td>";"2009-05-02"
"";"劉志雄";"合神心意的家庭（二）";"audio/sermon090502c2.mp3";"以弗所書 6:1-4";"2009-05-02"
"";"劉志雄";"合神心意的家庭（一）";"audio/sermon090502c1.mp3";"創世紀 2:18-25";"2009-05-02"
"";"John Kim";"Relationship with God";"audio/sermon090501e.mp3";"</td>";"2009-05-01"
"";"劉志雄";"合神心意的工作";"audio/sermon090501c.mp3";"</td>";"2009-05-01"
"";"Michael Droege";"Life in the twilight";"audio/sermon090426e.mp3";"Romans 12:2";"2009-04-26"
"";"羅天祐傳道";"起了風暴（三）凡不因我跌倒的就有福了！";"audio/sermon090426c.mp3";"馬太福音11:2-6";"2009-04-26"
"";"John Maxham";"Is He precious to you?";"audio/sermon090419e.mp3";"1 Peter 2:1-10";"2009-04-19"
"";"黃子嘉牧師";"與主為友";"audio/sermon090419c.mp3";"約翰福音15:12-17";"2009-04-19"
"";"羅天祐傳道　Pastor David Lo";"起了風暴（二）成了　Storm (2): It is finished";"audio/sermon090412.mp3";"Genesis 1:26-31, Exodus 33:10-12, Psal19:30";"2009-04-12"
"";"Pastor Lee Hearn";"Crucial choices";"audio/sermon090405e.mp3";"Joshua. 24:1, 24:13-23";"2009-04-05"
"";"詹宏牧師";"蒙恩的歡欣與見識";"audio/sermon090405c.mp3";"撒母耳記上2:1-10";"2009-04-05"
"";"Felix Yen";"On to Jerusalem";"audio/sermon090329e.mp3";"Matthew 16:21-28";"2009-03-29"
"";"勞伯祥牧師";"薪火相傳";"audio/sermon090329c.mp3";"提摩太後書1:1-11";"2009-03-29"
"";"Rumin Zhang";"Secrets to Joy Abounding";"audio/sermon090322e.mp3";"Philippians 4:1-20";"2009-03-22"
"";"羅天祐傳道";"起了風暴";"audio/sermon090322c.mp3";"馬太福音8:23-34";"2009-03-22"
"";"Carl Fitzgerald";"Sanctification: the process of dying to self";"audio/sermon090315e.mp3";"1 Thessalonians 5:19-28";"2009-03-15"
"";"董鎮賢";"以馬內利";"audio/sermon090315c.mp3";"馬太福音1:18-25";"2009-03-15"
"";"John Maxham";"We know. What then?";"audio/sermon090308e.mp3";"1 John 5:18-21, John 17:3";"2009-03-08"
"";"羅天祐傳道";"順服（三）﹕基督的順服";"audio/sermon090308c.mp3";"馬太福音27:38-44﹐ 腓立比2:5-11";"2009-03-08"
"";"Pastor Lee Hearn";"The earth is the Lord's";"audio/sermon090301e.mp3";"Genesis 1:26-31, Exodus 33:10-12, Psalm 24:1";"2009-03-01"
"";"羅天祐傳道";"順服（二）﹕敬畏";"audio/sermon090301c.mp3";"撒母耳上15:22-23a; 以弗所書5:20-21";"2009-03-01"
"";"Felix Yen";"In God we trust";"audio/sermon090222e.mp3";"1 Thessalonians 1:2-10, Proverbs 3:5-6";"2009-02-22"
"";"羅天祐傳道";"順服";"audio/sermon090222c.mp3";"撒母耳上15:22-23a, 以弗所書5:21";"2009-02-22"
"";"Carl Fitzgerald";"Trust and obey";"audio/sermon090215e.mp3";"1 Thessalonians 5:1-18";"2009-02-15"
"";"于慕潔長老";"活石的建造";"audio/sermon090215c.mp3";"彼得前書2:1-9";"2009-02-15"
"";"John Maxham";"Don't be afraid; just believe!";"audio/sermon090208e.mp3";"1 John 5:12-17, Mark 5:36";"2009-02-08"
"";"林三綱";"小孩子的樣式";"audio/sermon090208c.mp3";"馬太福音18:3-4, 19:4";"2009-02-08"
"";"Pastor Lee Hearn";"On baptism";"audio/sermon090201e.mp3";"Matthew 28:18-20, 2 Corinthians 5:17";"2009-02-01"
"";"林大衛牧師";"智慧的投資";"audio/sermon090201c.mp3";"路加福音12:16-21";"2009-02-01"
"";"Pastor Joshua Sun";"The fear of the Lord is the beginning of wisdom";"audio/sermon090125e.mp3";"Psalm 111:10";"2009-01-25"
"";"吳文蓀";"成也恩賜，敗也恩賜！";"audio/sermon090125c.mp3";"哥林多前書13";"2009-01-25"
"";"Carl Fitzgerald";"Sanctification -- living to please God";"audio/sermon090118e.mp3";"1 Thessalonians 4:1-8, Philippians 4:6-7";"2009-01-18"
"";"吳文蓀";"人的命值幾錢？";"audio/sermon090118c.mp3";"約翰福音16:7-13, 希伯來書11:1";"2009-01-18"
"";"John Maxham";"The testimony: God has given us eternal life in His Son";"audio/sermon090111e.mp3";"1 John 5:6-13";"2009-01-11"
"";"羅天祐傳道";"成為靈宮（二）�主前建造";"audio/sermon090111c.mp3";"哥林多後書5:17, 提摩太前書3:15, 彼得前書  2:5";"2009-01-11"
"";"Pastor Lee Hearn";"Interpreting life's problems";"audio/sermon090104e.mp3";"2 Corinthians 12:1-10";"2009-01-04"
"";"羅天祐傳道";"成為靈宮";"audio/sermon090104c.mp3";"彼得前書  2:10-11";"2009-01-04"
"";"Rumin Zhang";"The star of Bethlehem";"audio/sermon091227e.mp3";"Matthew 2:1-12";"2009-12-27"
"";"呂允智牧師";"信心的行為";"audio/sermon091227c.mp3";"雅各書2:14-26";"2009-12-27"
"";"John Maxham";"Is peace really possible today?";"audio/sermon091213e.mp3";"Luke 2:6-14, John 14:27";"2009-12-13"
"";"羅天祐傳道";"邪惡淫亂世代中的傳道人(三)﹕阿摩司";"audio/sermon091213c.mp3";"阿摩司書 7:15";"2009-12-13"
"";"Pastor Lee Hearn";"One of us";"audio/sermon091206e.mp3";"Matthew 1:18-25";"2009-12-06"
"";"羅天祐傳道";"邪惡淫亂世代中的傳道人(二)﹕阿摩司";"audio/sermon091206c.mp3";"阿摩司書 7:15";"2009-12-06"
"";"Rumin Zhang";"The Lord as lion, lamb and light";"audio/sermon091129e.mp3";"Luke 1:67-79, John 1:4";"2009-11-29"
"";"Nathan Hieb";"The good shepherd";"audio/sermon091122e.mp3";"John 10:14-18";"2009-11-22"
"";"林三綱";"跟隨羊群的腳蹤";"audio/sermon091122c.mp3";"雅歌1:7-8";"2009-11-22"
"";"Carl Fitzgerald";"Christianity 101 thankfulness";"audio/sermon091115e.mp3";"Ephesians 3:14-21";"2009-11-15"
"";"吳文蓀";"什麼才是我們的瑪門？";"audio/sermon091115c.mp3";"路加福音16:13";"2009-11-15"
"";"John Maxham";"Loving advice for young people";"audio/sermon091108e.mp3";"1 Kings 3:1-14, 11:1-13";"2009-11-08"
"";"于慕潔長老";"放膽講明福音的奧祕";"audio/sermon091108c.mp3";"以弗所書 6:10-13, 18-20";"2009-11-08"
"";"羅天祐傳道　Pastor David Lo";"恩典稱義　Justification by grace";"audio/sermon091101.mp3";"羅馬書 3:23-24　Romans 3:23-24";"2009-11-01"
"";"Jonathan Luke";"What do you think?";"audio/sermon091025e.mp3";"Philippians 4:8, 9, Romans 12:2";"2009-10-25"
"";"王左元";"溝通";"audio/sermon091025c.mp3";"箴言 18:21";"2009-10-25"
"";"John Maxham";"What do you think about Jesus Christ?";"audio/sermon091018e.mp3";"John 3:36";"2009-10-18"
"";"呂允智牧師";"人生之詩";"audio/sermon091018c.mp3";"詩篇 23";"2009-10-18"
"";"John Maxham";"The first step to making your dream come true";"audio/sermon091011e.mp3";"John 3:16, 10:10";"2009-10-11"
"";"羅天祐傳道";"祭物（三）愛的分辨";"audio/sermon091011c.mp3";"羅馬書 5:1-5";"2009-10-11"
"";"Pastor Lee Hearn";"Destructive power";"audio/sermon091004e.mp3";"James 3:1-12";"2009-10-04"
"";"林豐欽";"什麼是豐盛的生命？";"audio/sermon091004c.mp3";"約翰福音 10:10, 哥林多後書 5:17, 約翰福音 1:12-13";"2009-10-04"
"";"Chris Hobbs";"Underestimated";"audio/sermon090927e.mp3";"Mark 6:32-44";"2009-09-27"
"";"童彼得";"做誠實無偽的人";"audio/sermon090927c.mp3";"腓立比書 2:14-16";"2009-09-27"
"";"Lin-Fai Whu";"The relevancy of the scripture - also written for us";"audio/sermon090920e.mp3";"Romans 4:22-25, 2, Corinthians 5:21";"2009-09-20"
"";"董鎮賢";"面對神";"audio/sermon090920c.mp3";"詩篇 139:23-24";"2009-09-20"
"";"John Maxham";"The best way to face the new school year";"audio/sermon090913e.mp3";"Daniel 9:16-19, Psalm 80:7";"2009-09-13"
"";"李作言";"同心建造教會";"audio/sermon090913c.mp3";"哥林多前書3：1-23";"2009-09-13"
"";"羅天祐傳道　Pastor David Lo";"祭物（二）祭物的分辨　Distinguish the Sacrifice";"audio/sermon090906.mp3";"約翰福音 6:1-15　John 6:1-15";"2009-09-06"
"";"Felix Yen";"Beauty and the feast - Esther's plea";"audio/sermon090830e.mp3";"Esther 2:5-7, 15-17, 3:1-2, 8-13, 4:4-16, 5:1-2";"2009-08-30"
"";"林三綱";"內室的光照";"audio/sermon090830c.mp3";"雅歌 1:4-6";"2009-08-30"
"";"陳炎新牧師";"主日學﹕啟示錄（六）";"audio/revelation090823c.mp3";"</td>";"2009-08-23"
"";"Carl Fitzgerald";"Perhaps you were created for a time such as this";"audio/sermon090823e.mp3";"Joel 2:28";"2009-08-23"
"";"羅天祐傳道";"祭物（一）「讀經之人」的分辨";"audio/sermon090823c.mp3";"希伯來書 5:13-14, 4:12";"2009-08-23"
"";"陳炎新牧師";"主日學﹕啟示錄（五）";"audio/revelation090816c.mp3";"</td>";"2009-08-16"
"";"John Maxham";"Now you're talking!";"audio/sermon090816e.mp3";"Daniel 9:1-23";"2009-08-16"
"";"王慶元";"信靠順服";"audio/sermon090816c.mp3";"約翰福音 6:1-14";"2009-08-16"
"";"陳炎新牧師";"主日學﹕啟示錄（四）";"audio/revelation090809c.mp3";"</td>";"2009-08-09"
"";"Hao-Shin Huang";"A true ministry of the Gospel";"audio/sermon090809e.mp3";"1 Thessalonians 2:13-20, 11";"2009-08-09"
"";"黃浩新";"衪為何而來";"audio/sermon090809c.mp3";"約翰福音 1:14";"2009-08-09"
"";"Pastor Lee Hearn";"The case of the body by the wall";"audio/sermon090802e.mp3";"Psalm 32";"2009-08-02"
"";"張儒民";"回家吧﹗何必流浪";"audio/sermon090802c.mp3";"路加福音 15:11-32";"2009-08-02"
"";"陳炎新牧師";"主日學﹕啟示錄（三）";"audio/revelation090726c.mp3";"</td>";"2009-07-26"
"";"Pastor Lee Hearn";"Having a heart for God";"audio/sermon090726e.mp3";"1 Samuel 16:4-13";"2009-07-26"
"";"羅天祐傳道";"來到主前（五）成為靈宮";"audio/sermon090726c.mp3";"彼得前書 2:1-6";"2009-07-26"
"";"陳炎新牧師";"主日學﹕啟示錄（二）";"audio/revelation090719c.mp3";"</td>";"2009-07-19"
"";"Michael Droege";"Good pain";"audio/sermon090719e.mp3";"Mark 4:35-40, Hebrews 11:1";"2009-07-19"
"";"羅天祐傳道";"來到主前（四）愛慕靈奶";"audio/sermon090719c.mp3";"彼得前書 2:1-6";"2009-07-19"
"";"陳炎新牧師";"主日學﹕啟示錄（一）";"audio/revelation090712c.mp3";"</td>";"2009-07-12"
"";"John Maxham";"What to do when people upset you";"audio/sermon090712e.mp3";"1 Samuel 12:20-25, 8:6";"2009-07-12"
"";"羅天祐傳道";"來到主前（三）獻上靈祭";"audio/sermon090712c.mp3";"彼得前書 2:1-6";"2009-07-12"
"";"Johathan Luke";"In His presence";"audio/sermon090705e.mp3";"Exodus 34:29-32";"2009-07-05"
"";"羅天祐傳道";"來到主前（二）聖潔祭司";"audio/sermon090705c.mp3";"彼得前書 2:1-6";"2009-07-05"
"";"Pastor Paul Lu　呂允智牧師";"The Great Commission of Jesus Christ　耶穌基督的大使命";"audio/sermon100627.mp3";"Matthew 28:18-20　馬太福音 28:18-20";"2010-06-27"
"";"Pastor Orville Hieb　Orville Hieb 牧師";"Sin and death or grace and life　罪與死或是恩典與生命";"audio/sermon100620.mp3";"Romans 5:12-21　羅馬書 5:12-21";"2010-06-20"
"";"Pastor Nathan Hieb";"Choosing what is best";"audio/sermon100613e.mp3";"Luke 10:38-42, Philippians 1:9-10";"2010-06-13"
"";"吳文蓀";"本於信以致於信";"audio/sermon100613c.mp3";"馬太福音 1:1-10";"2010-06-13"
"";"Pastor Lee Hearn";"The grace of Jesus";"audio/sermon100606e.mp3";"1 Corinthians 12:1-11";"2010-06-06"
"";"羅天祐傳道";"當讚美耶和華";"audio/sermon100606c.mp3";"詩篇 117";"2010-06-06"
"";"Pastor Nathan Hieb";"The good neighbor";"audio/sermon100523e.mp3";"Luke 10:25-37, 6:37";"2010-05-23"
"";"羅天祐傳道";"永生在世人心裡";"audio/sermon100523c.mp3";"傳道書 3:11";"2010-05-23"
"";"Felex Yen";"A shepherd's voice";"audio/sermon100516e.mp3";"Matthew 7:7, 13-14";"2010-05-16"
"";"勞伯祥牧師";"至終得勝";"audio/sermon100516c.mp3";"約翰福音 13:1,";"2010-05-16"
"";"Carl Fitzgerald";"Our ministry of reconciliation";"audio/sermon100509e.mp3";"2 Corinthians 5:14-21";"2010-05-09"
"";"林三綱";"培靈會︰事奉的學習與功用（四）";"audio/revival100509c.mp3";"</td>";"2010-05-09"
"";"林三綱";"培靈會︰事奉的學習與功用（三）";"audio/revival100508c2.mp3";"</td>";"2010-05-08"
"";"林三綱";"培靈會︰事奉的學習與功用（二）";"audio/revival100508c1.mp3";"</td>";"2010-05-08"
"";"林三綱";"培靈會︰事奉的學習與功用（一）";"audio/revival100507c.mp3";"</td>";"2010-05-07"
"";"Pastor Lee Hearn";"What God thinks of us";"audio/sermon100502e.mp3";"1 Peter 2:4-12, John 3:16";"2010-05-02"
"";"羅天祐傳道";"光陰的故事";"audio/sermon100425c.mp3";"以弗所書 5:16";"2010-04-25"
"";"John Maxham";"God's way";"audio/sermon100418e.mp3";"Isaiah 55:1-9";"2010-04-18"
"";"羅天祐傳道";"兩個人的見證是真的";"audio/sermon100418c.mp3";"約翰福音 8:17";"2010-04-18"
"";"Nathan Hieb";"The Word became flesh";"audio/sermon100411e.mp3";"John 1:1-18";"2010-04-11"
"";"羅天祐傳道";"心裏的光";"audio/sermon100411c.mp3";"馬太福音 6:22-23";"2010-04-11"
"";"Nathan Hieb　施拿單";"The Road to Emmaus　往以馬忤斯的路上";"audio/sermon100404.mp3";"Luke 24:13-35　路加福音 24:13-35";"2010-04-04"
"";"Jonathan Luke";"Proclaiming";"audio/sermon100328e.mp3";"Matthew 26:36-42, 27:46";"2010-03-28"
"";"羅天祐傳道";"基督的身體";"audio/sermon100328c.mp3";"歌林多前書 12:13-27";"2010-03-28"
"";"Rumin Zhang";"The great";"audio/sermon100321e.mp3";"Luke 16:19-31 Matthew 19:30";"2010-03-21"
"";"羅天祐傳道";"與天相連";"audio/sermon100321c.mp3";"以弗所書 1:3, 10, 19-23";"2010-03-21"
"";"Hao-Hsin Huang　黃浩新";"You are the";"audio/sermon100314.mp3";"2 Samuel 12:1-15　撒母耳記下 12:1-15";"2010-03-14"
"";"Pastor Lee Hearn";"The power of";"audio/sermon100307e.mp3";"Romans 1:17-19";"2010-03-07"
"";"羅天祐傳道";"蒙恩之後";"audio/sermon100307c.mp3";"以弗所書 1:14:17";"2010-03-07"
"";"Flex Yen";"My life";"audio/sermon100228e.mp3";"John 15:1-17";"2010-02-28"
"";"林三綱";"跟隨羊群的腳蹤";"audio/sermon100228c.mp3";"雅歌 1:7-8";"2010-02-28"
"";"Nathan Hieb";"The lost";"audio/sermon100221.mp3";"Luke 15:11-31　路加福音15:11-31";"2010-02-21"
"";"Nathan Hieb";"Living water";"audio/sermon100214e.mp3";"Jeremiah 2:1-13";"2010-02-14"
"";"張儒民";"永生何價?";"audio/sermon100214c.mp3";"馬可福音10:17-31";"2010-02-14"
"";"Jonathan Luke";"It is I";"audio/sermon100207e.mp3";"Matthew 14:22-33";"2010-02-07"
"";"羅天祐傳道";"跟從主（二）";"audio/sermon100207c.mp3";"馬太福音16:24";"2010-02-07"
"";"Felix Yen";"It's all";"audio/sermon100131e.mp3";"Matthew 20:20-28";"2010-01-31"
"";"童彼得";"平息怒氣";"audio/sermon100131c.mp3";"撒母耳記上 25:2-39";"2010-01-31"
"";"Rumin Zhang";"Living in the";"audio/sermon100124e.mp3";"Luke 13:1-9, Revelation 3:19";"2010-01-24"
"";"Carl Fitzgerald";"They will";"audio/sermon100117e.mp3";"Acts 11:20-26, 1 Peter 4:16";"2010-01-17"
"";"羅天祐傳道";"跟從主";"audio/sermon100117c.mp3";"約翰福音 12:26";"2010-01-17"
"";"Nathan Hieb";"Out of";"audio/sermon`0110e.mp3";"John 3:18";"2010-01-10"
"";"羅天祐傳道";"邪惡淫亂世代中的傳道人";"audio/sermon100110c.mp3";"阿摩司書 7:15";"2010-01-10"
"";"Johathan Luke";"On ethics";"audio/sermon100103e.mp3";"Matthew 5:43-48";"2010-01-03"
"";"羅天祐傳道";"邪惡淫亂世代中的傳道人";"audio/sermon100103c.mp3";"阿摩司書 7:15";"2010-01-03"
"";"Jonathan Luke";"Recounting the great works of God";"audio/sermon101226e.mp3";"Psalm 136";"2010-12-26"
"";"呂允智牧師";"在曠野遇見神";"audio/sermon101226c.mp3";"出埃及記 3:1-15";"2010-12-26"
"";"Pastor Nathan Hieb　僖拿單傳道";"The humble and the wise　謙卑與智慧";"audio/sermon101219.mp3";"Luke 2:25-40　路加福音 2:25-40";"2010-12-19"
"";"Rumin Zhang";"Have you got room?";"audio/sermon101212e.mp3";"Luke 2:1-21";"2010-12-12"
"";"羅天祐傳道";"等候神的人";"audio/sermon101212c.mp3";"路加福音 2:25-38";"2010-12-12"
"";"Pastor Lee Hearn　洪理牧師";"The Word became flesh　道成肉身";"audio/sermon101205.mp3";"1 Timothy 3:16, Galatians 4:4-7　提摩太前書 3:16, 加拉太書 4:4-7";"2010-12-05"
"";"John Maxham";"Living to be forgotten";"audio/sermon101128e.mp3";"Colossians 3:1-4";"2010-11-28"
"";"羅天祐傳道";"從逾越節到感恩節";"audio/sermon101128c.mp3";"馬太福音 26:17-28";"2010-11-28"
"";"Pastor Nathan Hieb";"You will be my witnesses";"audio/sermon101121e.mp3";"Acts 1:1-9";"2010-11-21"
"";"勞伯祥牧師";"寡婦與鳥鴉的恩情";"audio/sermon101121c.mp3";"列王記上17:4-9";"2010-11-21"
"";"Carl Fitzgerald";"Yodh He Vav He";"audio/sermon101114e.mp3";"Psalm 119:33-40";"2010-11-14"
"";"Jonathan Luke";"The church: the body of Christ";"audio/sermon101107e.mp3";"1 Corinthians 12:12-27, Colossians 1:18";"2010-11-07"
"";"Pastor Lee Hearn";"Ending of war";"audio/sermon101031e.mp3";"James 4:1-10, Matthew 5:9";"2010-10-31"
"";"羅天祐傳道";"成熟的生命";"audio/sermon101031c.mp3";"馬太福音 26:6-13";"2010-10-31"
"";"John Maxham";"What the world needs now";"audio/sermon101024e.mp3";"1 Timothy 1:5, John 15:13";"2010-10-24"
"";"岑德雄";"第一次帶著使命的旅程";"audio/sermon101024c.mp3";"路加福音 9:1-6";"2010-10-24"
"";"Pastor Nathan Hieb";"John the Baptist's pointing finger";"audio/sermon101017e.mp3";"John 1:29-34";"2010-10-17"
"";"羅天祐傳道";"為的是記念我";"audio/sermon101017c.mp3";"哥林多前書 11:24-25";"2010-10-17"
"";"Michael Shao";"Hidden from the learned,";"audio/sermon101010e.mp3";"Matthew 11:25-30, Psalm 39:7";"2010-10-10"
"";"周剛";"神愛世人";"audio/sermon101010c.mp3";"約翰福音3:16";"2010-10-10"
"";"周剛";"你潔淨了吧";"audio/sermon101009c.mp3";"</td>";"2010-10-09"
"";"周剛";"書中之書�聖經";"audio/sermon101008c.mp3";"</td>";"2010-10-08"
"";"Pastor Lee Hearn";"We must tell our story";"audio/sermon101003e.mp3";"Romans 14:8-12";"2010-10-03"
"";"林三崗";"素祭";"audio/sermon101003c.mp3";"利未記 1:1-2";"2010-10-03"
"";"Flix Yen";"A doctor visit";"audio/sermon100926e.mp3";"Luke 5:17:26, Isaiah 53:5b";"2010-09-26"
"";"蕭建文";"跟祂一同坐席";"audio/sermon100926c.mp3";"啟示錄 3:14-21";"2010-09-26"
"";"Eric Wu";"Roles and responsibilities";"audio/sermon100919e.mp3";"Ephesians 6:1-9, 4:4";"2010-09-19"
"";"羅天祐傳道";"眼光";"audio/sermon100919c.mp3";"路加福音8:9-14";"2010-09-19"
"";"Pastor Lee Hearn";"God's chosen people";"audio/sermon100912e.mp3";"1 Peter 1:1-9";"2010-09-12"
"";"羅天祐傳道";"在基督裏的生命長進";"audio/sermon100912c.mp3";"以弗所書 4:13-14";"2010-09-12"
"";"Pastor Nathan Hieb";"The bread of life";"audio/sermon100905e.mp3";"John 6:35-60, 66";"2010-09-05"
"";"顏重行";"合一就更美";"audio/sermon100905c.mp3";"以弗所書 4:1-16";"2010-09-05"
"";"Jonathan Luke";"My talents - committed and exercised for the King";"audio/sermon100829e.mp3";"Matthew 25:14-30, 1 Peter 5:5b";"2010-08-29"
"";"羅天祐傳道";"基督身體裏的事奉";"audio/sermon100829c.mp3";"羅馬書 12:3-8";"2010-08-29"
